10000, 0.01511, 0.005
20000, 0.00917, 0.02
30000, 0.00671, 0.02
40000, 0.00587, 0.02
50000, 0.00532, 0.02
60000, 0.00493, 0.02
70000, 0.00465, 0.02
80000, 0.00440, 0.02
90000, 0.00424, 0.02
100000, 0.00410, 0.02
110000, 0.00394, 0.02
120000, 0.00382, 0.02
130000, 0.00372, 0.02
140000, 0.00368, 0.02
150000, 0.00354, 0.02
160000, 0.00352, 0.02
170000, 0.00341, 0.02
180000, 0.00332, 0.02
190000, 0.00329, 0.02
200000, 0.00326, 0.02
210000, 0.00317, 0.02
220000, 0.00313, 0.02
230000, 0.00307, 0.02
240000, 0.00306, 0.02
250000, 0.00296, 0.02
260000, 0.00297, 0.02
270000, 0.00292, 0.02
280000, 0.00288, 0.02
290000, 0.00289, 0.02
300000, 0.00282, 0.02
310000, 0.00279, 0.02
320000, 0.00279, 0.02
330000, 0.00275, 0.02
340000, 0.00272, 0.02
350000, 0.00269, 0.02
360000, 0.00266, 0.02
370000, 0.00263, 0.02
380000, 0.00264, 0.02
390000, 0.00261, 0.02
400000, 0.00258, 0.02
410000, 0.00254, 0.02
420000, 0.00254, 0.02
430000, 0.00248, 0.02
440000, 0.00224, 0.002
450000, 0.00216, 0.002
460000, 0.00213, 0.002
470000, 0.00210, 0.002
480000, 0.00211, 0.002
490000, 0.00211, 0.002
500000, 0.00207, 0.002
510000, 0.00205, 0.002
520000, 0.00207, 0.002
530000, 0.00206, 0.002
540000, 0.00205, 0.002
550000, 0.00204, 0.002
560000, 0.00204, 0.002
570000, 0.00204, 0.002
580000, 0.00202, 0.002
590000, 0.00202, 0.002
600000, 0.00204, 0.002
610000, 0.00204, 0.002
620000, 0.00202, 0.002
630000, 0.00201, 0.002
640000, 0.00200, 0.002
650000, 0.00201, 0.002
660000, 0.00200, 0.002
670000, 0.00200, 0.002
680000, 0.00200, 0.002
690000, 0.00199, 0.002
700000, 0.00197, 0.002
710000, 0.00199, 0.002
720000, 0.00197, 0.002
730000, 0.00198, 0.002
740000, 0.00196, 0.001
750000, 0.00194, 0.001
760000, 0.00195, 0.001
770000, 0.00196, 0.001
780000, 0.00194, 0.001
790000, 0.00194, 0.001
800000, 0.00194, 0.001
810000, 0.00193, 0.001
820000, 0.00194, 0.001
830000, 0.00194, 0.001
840000, 0.00193, 0.001
850000, 0.00193, 0.001
860000, 0.00193, 0.001
870000, 0.00196, 0.001
880000, 0.00194, 0.001
890000, 0.00193, 0.001
900000, 0.00193, 0.001
910000, 0.00194, 0.001
920000, 0.00193, 0.001
930000, 0.00191, 0.001
940000, 0.00193, 0.001
950000, 0.00191, 0.001
960000, 0.00193, 0.001
970000, 0.00192, 0.001
980000, 0.00191, 0.001
990000, 0.00190, 0.001
1000000, 0.00192, 0.001
